Victor
Smirnov
e7302a803b16771aadf2fa464b31ca6f
[24.4.2023 | 21:20:16] {"type":"cmd","data":"run"}
,[24.4.2023 | 21:20:42] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":4096,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:42] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":4096,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:42] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32832,"gpioe":4096,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:43] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32832,"gpioe":4096,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:43] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32832,"gpioe":4096,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:43] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32832,"gpioe":4096,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:43] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32832,"gpioe":4096,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:43] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32832,"gpioe":4096,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:43] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32832,"gpioe":4096,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:43] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32832,"gpioe":4096,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:43] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32864,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:43] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32864,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:43] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32864,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:44] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32864,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:44] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32864,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:44] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32864,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:44] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32864,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:44] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:44] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:44] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:44] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:44] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:45] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:45] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:45] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:45] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:45] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:45] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16496,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:45] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16496,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:45] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16496,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:45] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16496,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:45] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16496,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:46] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16392,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:46] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16392,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:46] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16392,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:46] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16392,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:46] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16392,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:46] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16392,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:46] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16392,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:46] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16392,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:46] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16392,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:46] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16392,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:47] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16392,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:47] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16392,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:47] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16392,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:47] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16392,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:47] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16392,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:47] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16392,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:47] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16392,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:47] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16392,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:47] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":16392,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:47] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":16392,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:48] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8200,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:48] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8200,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:48] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8200,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:48] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8200,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:48] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8200,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:48] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8200,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:48] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8200,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:48] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8200,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:48] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8200,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:48] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8200,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:49] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8216,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:49] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8216,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:49] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8216,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:49] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8216,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:49] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8216,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:49] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":16440,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:49] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":16440,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:49] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":16440,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:49] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16440,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:49] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":16440,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:50] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8312,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:50] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8312,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:50] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8312,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:50] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8312,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:50] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8312,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:50] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":16504,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:50] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":16504,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:50] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":16504,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:50] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":16504,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:50] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":16504,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:51] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8568,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:51] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8568,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:51] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8568,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:51] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8568,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:51] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8568,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:51] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8568,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:51] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8568,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:51] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8568,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:51] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8568,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:51] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8568,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:52] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:52] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:52] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:52] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:52] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:52] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":11128,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:52] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":11128,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:52] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":11128,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:52] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":11128,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:53] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":11128,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:53] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":11128,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:53] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":11128,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:53] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":11128,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:53] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":11128,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:53] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":11128,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:53] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":23416,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:53] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":23416,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:53] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":23416,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:53] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":23416,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:54] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":23416,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:54] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":19320,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:54] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":19320,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:54] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":19320,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:54] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":19320,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:54] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":19320,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:54] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":11128,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:54] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":11128,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:54] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":11128,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:54] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":11128,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:55] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":11128,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:55] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":11128,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:55] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":11128,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:55] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":11128,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:55] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":11128,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:55] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":11128,"gpioe":4352,"modeltime":0,"type":"gpio"}
